url,chunk_id,chunk_text
https://nau64.com,0,"Featured





Online


Actividades

 Victoria Galatro 2 diciembre, 2024 


A partir de Enero 2025, ¡nuevos horarios de clases! Con la membresía, se puede participar en todos grupos de clases de nivel Iniciado y Medio, en los talleres y en … Read More










 


Featured





Torneos


Calendario 2026

 José Riverol 11 julio, 2023 


Dejamos a continuación el calendario de la Academia para Torneos de Ajedrez del 2026Dirección Bv. España 2586.Por informes e inscripciones Whatsapp 099 556 123 MF José Riverol. "
https://nau64.com,1,"Torneo Rápido de … Read More



#ajedrez#chessTorneo 






 





FIDE
Partidas
Torneos
Videos


Diego Moreno arrasa y se consagra Campeón del Open 136

 Academia Nau64 21 agosto, 2026 


El pasado lunes 17 de agosto finalizó el Open 136 de nau64, que consagró a Diego Moreno como campeón absoluto. La quinta y última ronda se disputó con dos ausencias … Read More



#ajedrez#chess#nau64ajedrez#uruguayTorneo Comment on Diego Moreno arrasa y se consagra Campeón del Open 136 






 





Torneos


La Casona vibró con ajedrez y tres campeones de Cerro.

 Academia Nau64 19 agosto, 2026 


El pasado domingo 16 de agosto, la histórica Casona del Municipio CH fue escenario de un vibrante torneo clasificatorio rumbo a la Final de la Liga Uruguaya de Ajedrez por … Read More



#ajedrez#chess#uruguayTorneo Comment on La Casona vibró con ajedrez y tres campeones de Cerro. 






 





Partidas
Sabatino
Torneos


Gian Franco imparable en rápidas, Gustavo se adueña del blitz.

 Academia Nau64 19 agosto, 2026 


Este sábado 15 de agosto la Academia Nau64 volvió a vibrar con los tradicionales torneos de Rápidas y Blitz, que reunieron a una gran cantidad de jugadores en un ambiente … Read More



#ajedrez#chess#Nau64#nau64ajedrezTorneo Comment on Gian Franco imparable en rápidas, Gustavo se adueña del blitz. 






 





Online
Partidas
Torneos


Open 136 – Ronda 4 Diego Moreno domina!

 Academia Nau64 19 agosto, 2026 


El pasado lunes 10 de agosto se disputó la cuarta ronda del Torneo Estándar Open 136, marcada por dos ausencias: la de Juan Ignacio Urruty en la mesa 1 y … Read More



#ajedrez#chess#Nau64#nau64ajedrezTorneo Comment on Open 136 – Ronda 4 Diego Moreno domina! 






 





Online


1er Torneo Suizo sistema Match – Ronda 3 y 4

 Academia Nau64 19 agosto, 2026 


Ronda 3 El pasado jueves 30 de Julio se realizo la tercer ronda de este torneo rapido en nuestra academia. Solamente se jugaron dos match en esta ronda: Daniel Fuce-Gabriel … Read More



Comment on 1er Torneo Suizo sistema Match – Ronda 3 y 4 






 





FIDE
Partidas
Sabatino
Torneos


Doble consagración: Rivas Puch gana Rápidas y Blitz.

 Academia Nau64 11 agosto, 2026 


El pasado sábado 8 de agosto nuestra academia fue sede de los tradicionales torneos de Rápidas y Blitz, que reunieron a una gran cantidad de jugadores en un ambiente competitivo … Read More



#ajedrez#Nau64#nau64ajedrez#uruguayTorneo Comment on Doble consagración: Rivas Puch gana Rápidas y Blitz. 






 





FIDE
Online
Partidas
Torneos


Open 136 – Ronda 3

 Academia Nau64 6 agosto, 2026 


El pasado lunes 3 de agosto se realizó la tercera ronda del Open 136, con la participación de 16 jugadores, distribuidos en ocho partidas. Como es habitual, el evento fue … Read More



#ajedrez#chess#Nau64#nau64ajedrez#uruguayTorneo Comment on Open 136 – Ronda 3 






 





FIDE
Partidas
Sabatino
Torneos
Uruguay


MN Benjamin Martello arrasa en los torneos rapidos y blitz

 Academia Nau64 6 agosto, 2026 


El pasado fin de semana se realizaron los tradicionales torneos de Blitz y Rápidas, como ya es costumbre en nuestra academia. En esta ocasión participaron dos jugadores extranjeros: Félix Isaiah, … Read More



#ajedrez#chess#nau64ajedrez#uruguay Comment on MN Benjamin Martello arrasa en los torneos rapidos y blitz 






 





Online


Clasificatorio Final Liga Uruguaya de Ajedrez

 José Riverol 6 agosto, 2026 


Liga Uruguaya de Ajedrez 3 categorías: Absoluta, Sub-12 y Sub-16 Lugar: Casona de Punta Carretas, José Ellauri 306 – Municipio CHFecha: Domingo 16 de agostoHora de comienzo: 15:00 hsSistema de … Read More



Comment on Clasificatorio Final Liga Uruguaya de Ajedrez 






 





Academia
Partidas
Torneos


1er Torneo Suizo sistema Match – Rondas 1 y 2

 Academia Nau64 29 julio, 2026 


Los días jueves se está disputando un torneo suizo en formato match a dos partidas, es decir, una partida de ida y otra de vuelta, bajo un ritmo de juego … Read More



Comment on 1er Torneo Suizo sistema Match – Rondas 1 y 2 




Posts pagination
1
2
…
78
Siguientes"
https://nau64.com/,0,"Featured





Online


Actividades

 Victoria Galatro 2 diciembre, 2024 


A partir de Enero 2025, ¡nuevos horarios de clases! Con la membresía, se puede participar en todos grupos de clases de nivel Iniciado y Medio, en los talleres y en … Read More










 


Featured





Torneos


Calendario 2026

 José Riverol 11 julio, 2023 


Dejamos a continuación el calendario de la Academia para Torneos de Ajedrez del 2026Dirección Bv. España 2586.Por informes e inscripciones Whatsapp 099 556 123 MF José Riverol. "
https://nau64.com/,1,"Torneo Rápido de … Read More



#ajedrez#chessTorneo 






 





FIDE
Partidas
Torneos
Videos


Diego Moreno arrasa y se consagra Campeón del Open 136

 Academia Nau64 21 agosto, 2026 


El pasado lunes 17 de agosto finalizó el Open 136 de nau64, que consagró a Diego Moreno como campeón absoluto. La quinta y última ronda se disputó con dos ausencias … Read More



#ajedrez#chess#nau64ajedrez#uruguayTorneo Comment on Diego Moreno arrasa y se consagra Campeón del Open 136 






 





Torneos


La Casona vibró con ajedrez y tres campeones de Cerro.

 Academia Nau64 19 agosto, 2026 


El pasado domingo 16 de agosto, la histórica Casona del Municipio CH fue escenario de un vibrante torneo clasificatorio rumbo a la Final de la Liga Uruguaya de Ajedrez por … Read More



#ajedrez#chess#uruguayTorneo Comment on La Casona vibró con ajedrez y tres campeones de Cerro. 






 





Partidas
Sabatino
Torneos


Gian Franco imparable en rápidas, Gustavo se adueña del blitz.

 Academia Nau64 19 agosto, 2026 


Este sábado 15 de agosto la Academia Nau64 volvió a vibrar con los tradicionales torneos de Rápidas y Blitz, que reunieron a una gran cantidad de jugadores en un ambiente … Read More



#ajedrez#chess#Nau64#nau64ajedrezTorneo Comment on Gian Franco imparable en rápidas, Gustavo se adueña del blitz. 






 





Online
Partidas
Torneos


Open 136 – Ronda 4 Diego Moreno domina!

 Academia Nau64 19 agosto, 2026 


El pasado lunes 10 de agosto se disputó la cuarta ronda del Torneo Estándar Open 136, marcada por dos ausencias: la de Juan Ignacio Urruty en la mesa 1 y … Read More



#ajedrez#chess#Nau64#nau64ajedrezTorneo Comment on Open 136 – Ronda 4 Diego Moreno domina! 






 





Online


1er Torneo Suizo sistema Match – Ronda 3 y 4

 Academia Nau64 19 agosto, 2026 


Ronda 3 El pasado jueves 30 de Julio se realizo la tercer ronda de este torneo rapido en nuestra academia. Solamente se jugaron dos match en esta ronda: Daniel Fuce-Gabriel … Read More



Comment on 1er Torneo Suizo sistema Match – Ronda 3 y 4 






 





FIDE
Partidas
Sabatino
Torneos


Doble consagración: Rivas Puch gana Rápidas y Blitz.

 Academia Nau64 11 agosto, 2026 


El pasado sábado 8 de agosto nuestra academia fue sede de los tradicionales torneos de Rápidas y Blitz, que reunieron a una gran cantidad de jugadores en un ambiente competitivo … Read More



#ajedrez#Nau64#nau64ajedrez#uruguayTorneo Comment on Doble consagración: Rivas Puch gana Rápidas y Blitz. 






 





FIDE
Online
Partidas
Torneos


Open 136 – Ronda 3

 Academia Nau64 6 agosto, 2026 


El pasado lunes 3 de agosto se realizó la tercera ronda del Open 136, con la participación de 16 jugadores, distribuidos en ocho partidas. Como es habitual, el evento fue … Read More



#ajedrez#chess#Nau64#nau64ajedrez#uruguayTorneo Comment on Open 136 – Ronda 3 






 





FIDE
Partidas
Sabatino
Torneos
Uruguay


MN Benjamin Martello arrasa en los torneos rapidos y blitz

 Academia Nau64 6 agosto, 2026 


El pasado fin de semana se realizaron los tradicionales torneos de Blitz y Rápidas, como ya es costumbre en nuestra academia. En esta ocasión participaron dos jugadores extranjeros: Félix Isaiah, … Read More



#ajedrez#chess#nau64ajedrez#uruguay Comment on MN Benjamin Martello arrasa en los torneos rapidos y blitz 






 





Online


Clasificatorio Final Liga Uruguaya de Ajedrez

 José Riverol 6 agosto, 2026 


Liga Uruguaya de Ajedrez 3 categorías: Absoluta, Sub-12 y Sub-16 Lugar: Casona de Punta Carretas, José Ellauri 306 – Municipio CHFecha: Domingo 16 de agostoHora de comienzo: 15:00 hsSistema de … Read More



Comment on Clasificatorio Final Liga Uruguaya de Ajedrez 






 





Academia
Partidas
Torneos


1er Torneo Suizo sistema Match – Rondas 1 y 2

 Academia Nau64 29 julio, 2026 


Los días jueves se está disputando un torneo suizo en formato match a dos partidas, es decir, una partida de ida y otra de vuelta, bajo un ritmo de juego … Read More



Comment on 1er Torneo Suizo sistema Match – Rondas 1 y 2 




Posts pagination
1
2
…
78
Siguientes"
https://nau64.com/1-abierto-rapido-club-espanol/,0,"Sabatino
Torneos


1° Abierto Rápido Club Español

 José Riverol 15 junio, 2026 


En una tarde propicia para la práctica del deporte ciencia, el Club Español abrió sus puertas para albergar una vez más, y después de mucho tiempo, un torneo de ajedrez rápido de 10’+5″, disputado a 5 rondas y con una muy buena concurrencia de jugadores.
Este club supo albergar los primeros torneos de ajedrez del Uruguay allá por finales del siglo XIX y, hoy, con tanta historia sobre sus hombros, retorna con fuerza a la actividad ajedrecística, ofreciendo no solo un excelente torneo, sino también un ambiente cómodo, amplio y agradable para el disfrute de todos los participantes.
"
https://nau64.com/1-abierto-rapido-club-espanol/,1,"Dentro de una hermosa sala que transporta a otra época, se llevó a cabo este torneo en homenaje al amigo del tablero, el MN Ubaldo Belistri.
El certamen contó con la participación de varios maestros de la vieja guardia y de fuertes jugadores juveniles, quienes lucharon por los primeros puestos hasta la última ronda.
También se destacó la presencia del presidente del Club Español, Sr. Antonio Araujo, y del organizador, Sr. José Luis Hernández. Asimismo, estuvo presente el actual presidente de la FUA, CM Jorge Arias Bouzada, quien también participó como jugador.
El torneo fue ganado por Gustavo Otero, con 4.5 puntos sobre 5 posibles. Lo escoltaron el MN Alejandro Bauzá y Josué Zayas, ambos con 4 puntos.
Entre las actuaciones destacadas se encuentran: Renzo Dodera, mejor Sub-18; Ciro Tort, mejor Sub-14; y Agustina Silva, mejor femenina.
Aquí dejamos la tabla de posiciones, además de las fotos disponibles en nuestras redes de Facebook e Instagram.Club Online: https://www.chess.com/club/nau64?ref_id=4411389Seguí toda la acción en vivo con los Comentarios del MF Jose Riverol y su quipo de prmera!:YouTube: https://www.youtube.com/@nau64Twitch: https://www.twitch.tv/nau64ajedrez¿Querés estar al tanto de todo?Unite a nuestro canal de WhatsApp:whatsapp.com/channel/0029VaAf3s565yDBpnBdJg42

De esta manera culminó una jornada de gran ajedrez, marcada por la buena organización, la excelente participación y el reencuentro de varias generaciones de jugadores. Auguramos el mayor de los éxitos al Club Español en esta nueva etapa y esperamos volver a encontrarnos muy pronto en sus próximos torneos.

Foto del campeon CM Gustavo Otero

Foto del vice campeon MF Alejandro Bauza





#ajedrez#Nau64#uruguayTorneo 




Navegación de entradas
La vuelta triunfal de Leonel Recine!Alexandro Silva y Charlie Posada ganadores del sabatino"
https://nau64.com/10161-2/,0,"Olimpiada


Uruguay Demuestra su Talento en la 8va Ronda de la Olimpiada de Ajedrez 2024

 José Riverol 19 septiembre, 2024 


Se jugó la fecha 8 de las 11 programada de la 45° Olimpiada de Ajedrez 2024 con resultados dispares para los equipos celestes. Es casi un calco de lo que sucedio ayer, jugadores que estan en un nivel muy bueno y otros que estan intentando recuperarse… comenzemos! 

"
https://nau64.com/10161-2/,1,"La escuadra uruguaya en el Torneo Abierto demostró una clara superioridad sobre su rival, ganando con un marcador de 3½-½. En el primer tablero, el GM Georg Meier jugó a su estilo característico, utilizando su defensa favorita. No importa cuánto se preparen sus oponentes, siempre tiene algo nuevo que mostrar. 

En este caso en particular, fue fascinante observar cómo detecta sus ventajas y busca el final más conveniente para aprovecharlas.
La posición de las negras es muy superior gracias a su Peón libre y la pareja de Alfiles, pero tras el error 30.Af5? las negras ganan pieza con 30…h5! y poco después la partida.

En el segundo tablero, el GM Andrés Rodríguez no deja de sorprendernos. Fue una partida de ida y vuelta, que incluso al analizarla con el módulo no garantiza que entendamos todo. Al final, su visión y cálculo le favorecieron, otorgándo otro punto al equipo.
Las negras logran coronar una dama, pero Andrés ve más allá y hará lo mismo.

El más joven del equipo celeste en el Torneo Abierto, el MF Facundo Vázquez, sigue demostrando un nivel increíble y ganó su partida de manera convincente. Las blancas plantearon un muro de piedra (d4-e3-f4), y fue digno de ver cómo el joven maestro maniobró hasta quedar con un caballo contra un alfil malo, presionando hasta obtener una pieza de ventaja.

En el cuarto tablero, el MI Bernardo Roselli no jugó con precisión apenas salida la apertura y entró en un medio juego bastante inferior, donde las negras quedaron con mucha libertad en el ala dama, lo que parecía decisivo. Sin embargo, las blancas lograron simplificar el juego a costa de un peón y alcanzar una posición de igualdad, hasta que se llegó a un elegante empate en la jugada 70. 🙂
Para la ronda 9 del Torneo Abierto, la celeste sube a la mesa 20 y se mide ante la peligrosa Dinamarca (30)
Las partidas de Uruguay en el Torneo Abierto.

Andreina Brilla, pero las Charrúas Caen ante Paraguay


Las charrúas se enfrentaban al equipo paraguayo, que contaba con varias tituladas en sus filas. Andreina sigue dando que hablar y esta vez cosechó unas tablas ante su fuerte rival WGM. Por su parte, tanto en el tablero dos como en el tres, las cosas no resultaron nada bien, y tanto Nahiara como Natalia no estuvieron a la altura y tuvieron que ceder las partidas ante el nivel superior de sus rivales. 

Por último, Camila hizo tablas ante una rival potencialmente “mejor”, pero al ver el juego nos damos cuenta de que jugó una gran partida y merecía el triunfo, ya que tenía calidad y dos peones de ventaja en el final. Sin embargo, una distracción o mal cálculo permitió a su rival conseguir unas tablas milagrosas.Por la ronda 9 Uruguay Femenino se medira ante Bahamas (122)
Partidas del Equipo Femenino

Estaremos comentando en detalle las actuaciones de nuestros jugadores y nuestras jugadoras a lo largo del evento.Nos podrán seguir en nuestras Redes Sociales:Youtube – Twitch – Instagram – Facebook – X Twitter – TikTokPodes sumarte a nuestro canal de Whatsapp








Navegación de entradas
45ª Olimpiada de Ajedrez R07: India sigue brillando y gana todas las partidas45ª Olimpiada de Ajedrez R08: India domina la sección abierta, enfrenta un revés en la femenina."
https://nau64.com/1er-torneo-suizo-sistema-match-ronda-3-y-4/,0,"Online


1er Torneo Suizo sistema Match – Ronda 3 y 4

 Academia Nau64 19 agosto, 2026 


Ronda 3
El pasado jueves 30 de Julio se realizo la tercer ronda de este torneo rapido en nuestra academia.
Solamente se jugaron dos match en esta ronda: Daniel Fuce-Gabriel Heymann, Brandon Baladon-Rinaldo Elmemere



Ronda 4
El pasado jueves 6 de agosto se disputó la cuarta ronda del torneo. Solamente dos jugadores se presentaron en la sala de juego para disputar la única partida de la jornada.
De este modo, se repitió el enfrentamiento entre Alexis Baladón y Federico Gasdia. Nuevamente, Alexis logró imponerse y ganar las dos partidas correspondientes a esta ronda.

Por mas detalles del torneo.








Navegación de entradas
Doble consagración: Rivas Puch gana Rápidas y Blitz.Open 136 – Ronda 4 Diego Moreno domina!



Deja una respuesta Cancelar la respuestaTu dirección de correo electrónico no será publicada. "
https://nau64.com/1er-torneo-suizo-sistema-match-ronda-3-y-4/,1,"Los campos obligatorios están marcados con *Comentario * Nombre 
Correo electrónico 
Web 
 Notify me of follow-up comments by email. Notify me of new posts by email. 

Δ"
