url,chunk_id,chunk_text
https://nau64.com,0,"




 


Featured





Online


Actividades

 Victoria Galatro 2 diciembre, 2024 


A partir de Enero 2025, ¡nuevos horarios de clases! Con la membresía, se puede participar en todos grupos de clases de nivel Iniciado y Medio, en los talleres y en … Read More










 


Featured





Torneos


Calendario 2026

 José Riverol 11 julio, 2023 


Dejamos a continuación el calendario de la Academia para Torneos de Ajedrez del 2026Dirección Bv. España 2586.Por informes e inscripciones Whatsapp 099 556 123 MF José Riverol. Torneo Rápido de … Read More



#ajedrez#chessTorneo 






 





Sabatino
Torneos


1° Abierto Rápido Club Español

 José Riverol 15 junio, 2026 


En una tarde propicia para la práctica del deporte ciencia, el Club Español abrió sus puertas para albergar una vez más, y después de mucho tiempo, un torneo de ajedrez … Read More



#ajedrez#Nau64#uruguayTorneo Comment on 1° Abierto Rápido Club Español 






 





Online


La vuelta triunfal de Leonel Recine!

 Charlie Posada 8 junio, 2026 


El sábado 6 de junio se jugó en la Academia Nau64 un torneo de rápidas a ritmo de 10+5 en 5 rondas, válido para el ELO FIDE, con amplia participación … Read More



Comment on La vuelta triunfal de Leonel Recine! 






 





Torneos


22 de mayo comienza el 69 Torneo de los Viernes.

 José Riverol 10 mayo, 2026 


Será un sistema suizo a 5 rondas valido para el elo FIDE con un ritmo de juego de 60 min + 30 seg.de incremento.Tendremos trasmisión con Tableros DGT en nuestros … Read More



2 comentarios en 22 de mayo comienza el 69 Torneo de los Viernes. 






 





Curiosidades
Historia
Historias de Ajedrez
Videos


Joyita de Victor el terrible!

 José Riverol 23 abril, 2026 


Víktor Kortchnoi, apodado “El Terrible Víctor”, fue uno de los grandes luchadores de la historia del ajedrez, famoso por su estilo combativo y su longevidad en la élite. En el … Read More










 





Sabatino
Torneos


Una Pascuas inolvidable junto al MI Facundo Vázquez

 José Rive"
https://nau64.com,1,"rol 6 abril, 2026 


🐣 Pascuas a puro ajedrez en Nau64 Festejamos una nueva Pascua en nuestra academia, y qué mejor manera de hacerlo que con un torneo de rápidas. Participaron 26 ajedrecistas y … Read More



#ajedrez#chess#Nau64#nau64ajedrez#uruguayTorneo 






 





Online


Eduardo Elena, el «campeón sin corona» de Pando: hazaña histórica y clasificación olímpica

 Academia Nau64 5 abril, 2026 


Por Federico Esteve Hay historias que el ajedrez guarda durante décadas y actuaciones que, aunque no terminen con el trofeo del primer puesto, marcan un antes y un después. Esta … Read More



#ajedrez#AjedrezNacional#AjedrezUruguayo#chess#ClubSolisDePando#DeporteUruguayo#EduardoElena#FUA#MentalidadDeCrecimiento#OlimpiadaDeAjedrez2026#PandoCanelones#TalentoLocal 






 





Online


Nicolás Kulik arrasa en el sabatino de la Academia

 José Riverol 30 marzo, 2026 


Con un impecable 5 en 5, el joven campeón uruguayo Sub-18 Nicolás Kulik se consagró en el tradicional sabatino de la Academia. En esta ocasión lo acompañaron en el podio … Read More










 





Sabatino
Torneos


Frank y Federico brillan en el Rápido y Blitz Sabatino.

 José Riverol 26 marzo, 2026 


Torneos jugados el sábado 21 de marzo en nuestra academia, Frank Machado ganador del Torneo Rápido con puntaje ideal y Federico Canias por sistema en el Torneo Blitz. Ambos torneos … Read More










 





Academia
Torneos


Open 135 el 6 de abril Torneo Pensado (FIDE)

 José Riverol 13 marzo, 2026 


El lunes 6 de abril se juega un nuevo Torneo Abierto (Suizo 5 rondas) presencial.Las partidas se trasmitirán en vivo! en nau64 en Twitch: https://www.twitch.tv/nau64ajedrez Las lista de participantes se … Read More










 





Historia
Historias de Ajedrez


La Batalla Infinita: Karpov vs. Kasparov

 José Riverol 12 marzo, 2026 


Cinco meses. Cuarenta y ocho partidas. Un duelo que aún huele a conspiración.En 1984, el mundo del ajedrez se detuvo ante un enfrentamiento que rozó la tragedia.No fue un"
https://nau64.com,2," simple … Read More



#ajedrez#chessHistoria del ajedrezInternacional 




Posts pagination
1
2
…
76
Siguientes
 
"
https://nau64.com#content,0,"




 


Featured





Online


Actividades

 Victoria Galatro 2 diciembre, 2024 


A partir de Enero 2025, ¡nuevos horarios de clases! Con la membresía, se puede participar en todos grupos de clases de nivel Iniciado y Medio, en los talleres y en … Read More










 


Featured





Torneos


Calendario 2026

 José Riverol 11 julio, 2023 


Dejamos a continuación el calendario de la Academia para Torneos de Ajedrez del 2026Dirección Bv. España 2586.Por informes e inscripciones Whatsapp 099 556 123 MF José Riverol. Torneo Rápido de … Read More



#ajedrez#chessTorneo 






 





Sabatino
Torneos


1° Abierto Rápido Club Español

 José Riverol 15 junio, 2026 


En una tarde propicia para la práctica del deporte ciencia, el Club Español abrió sus puertas para albergar una vez más, y después de mucho tiempo, un torneo de ajedrez … Read More



#ajedrez#Nau64#uruguayTorneo Comment on 1° Abierto Rápido Club Español 






 





Online


La vuelta triunfal de Leonel Recine!

 Charlie Posada 8 junio, 2026 


El sábado 6 de junio se jugó en la Academia Nau64 un torneo de rápidas a ritmo de 10+5 en 5 rondas, válido para el ELO FIDE, con amplia participación … Read More



Comment on La vuelta triunfal de Leonel Recine! 






 





Torneos


22 de mayo comienza el 69 Torneo de los Viernes.

 José Riverol 10 mayo, 2026 


Será un sistema suizo a 5 rondas valido para el elo FIDE con un ritmo de juego de 60 min + 30 seg.de incremento.Tendremos trasmisión con Tableros DGT en nuestros … Read More



2 comentarios en 22 de mayo comienza el 69 Torneo de los Viernes. 






 





Curiosidades
Historia
Historias de Ajedrez
Videos


Joyita de Victor el terrible!

 José Riverol 23 abril, 2026 


Víktor Kortchnoi, apodado “El Terrible Víctor”, fue uno de los grandes luchadores de la historia del ajedrez, famoso por su estilo combativo y su longevidad en la élite. En el … Read More










 





Sabatino
Torneos


Una Pascuas inolvidable junto al MI Facundo Vázquez

 José Rive"
https://nau64.com#content,1,"rol 6 abril, 2026 


🐣 Pascuas a puro ajedrez en Nau64 Festejamos una nueva Pascua en nuestra academia, y qué mejor manera de hacerlo que con un torneo de rápidas. Participaron 26 ajedrecistas y … Read More



#ajedrez#chess#Nau64#nau64ajedrez#uruguayTorneo 






 





Online


Eduardo Elena, el «campeón sin corona» de Pando: hazaña histórica y clasificación olímpica

 Academia Nau64 5 abril, 2026 


Por Federico Esteve Hay historias que el ajedrez guarda durante décadas y actuaciones que, aunque no terminen con el trofeo del primer puesto, marcan un antes y un después. Esta … Read More



#ajedrez#AjedrezNacional#AjedrezUruguayo#chess#ClubSolisDePando#DeporteUruguayo#EduardoElena#FUA#MentalidadDeCrecimiento#OlimpiadaDeAjedrez2026#PandoCanelones#TalentoLocal 






 





Online


Nicolás Kulik arrasa en el sabatino de la Academia

 José Riverol 30 marzo, 2026 


Con un impecable 5 en 5, el joven campeón uruguayo Sub-18 Nicolás Kulik se consagró en el tradicional sabatino de la Academia. En esta ocasión lo acompañaron en el podio … Read More










 





Sabatino
Torneos


Frank y Federico brillan en el Rápido y Blitz Sabatino.

 José Riverol 26 marzo, 2026 


Torneos jugados el sábado 21 de marzo en nuestra academia, Frank Machado ganador del Torneo Rápido con puntaje ideal y Federico Canias por sistema en el Torneo Blitz. Ambos torneos … Read More










 





Academia
Torneos


Open 135 el 6 de abril Torneo Pensado (FIDE)

 José Riverol 13 marzo, 2026 


El lunes 6 de abril se juega un nuevo Torneo Abierto (Suizo 5 rondas) presencial.Las partidas se trasmitirán en vivo! en nau64 en Twitch: https://www.twitch.tv/nau64ajedrez Las lista de participantes se … Read More










 





Historia
Historias de Ajedrez


La Batalla Infinita: Karpov vs. Kasparov

 José Riverol 12 marzo, 2026 


Cinco meses. Cuarenta y ocho partidas. Un duelo que aún huele a conspiración.En 1984, el mundo del ajedrez se detuvo ante un enfrentamiento que rozó la tragedia.No fue un"
https://nau64.com#content,2," simple … Read More



#ajedrez#chessHistoria del ajedrezInternacional 




Posts pagination
1
2
…
76
Siguientes
 
"
https://nau64.com/,0,"




 


Featured





Online


Actividades

 Victoria Galatro 2 diciembre, 2024 


A partir de Enero 2025, ¡nuevos horarios de clases! Con la membresía, se puede participar en todos grupos de clases de nivel Iniciado y Medio, en los talleres y en … Read More










 


Featured





Torneos


Calendario 2026

 José Riverol 11 julio, 2023 


Dejamos a continuación el calendario de la Academia para Torneos de Ajedrez del 2026Dirección Bv. España 2586.Por informes e inscripciones Whatsapp 099 556 123 MF José Riverol. Torneo Rápido de … Read More



#ajedrez#chessTorneo 






 





Sabatino
Torneos


1° Abierto Rápido Club Español

 José Riverol 15 junio, 2026 


En una tarde propicia para la práctica del deporte ciencia, el Club Español abrió sus puertas para albergar una vez más, y después de mucho tiempo, un torneo de ajedrez … Read More



#ajedrez#Nau64#uruguayTorneo Comment on 1° Abierto Rápido Club Español 






 





Online


La vuelta triunfal de Leonel Recine!

 Charlie Posada 8 junio, 2026 


El sábado 6 de junio se jugó en la Academia Nau64 un torneo de rápidas a ritmo de 10+5 en 5 rondas, válido para el ELO FIDE, con amplia participación … Read More



Comment on La vuelta triunfal de Leonel Recine! 






 





Torneos


22 de mayo comienza el 69 Torneo de los Viernes.

 José Riverol 10 mayo, 2026 


Será un sistema suizo a 5 rondas valido para el elo FIDE con un ritmo de juego de 60 min + 30 seg.de incremento.Tendremos trasmisión con Tableros DGT en nuestros … Read More



2 comentarios en 22 de mayo comienza el 69 Torneo de los Viernes. 






 





Curiosidades
Historia
Historias de Ajedrez
Videos


Joyita de Victor el terrible!

 José Riverol 23 abril, 2026 


Víktor Kortchnoi, apodado “El Terrible Víctor”, fue uno de los grandes luchadores de la historia del ajedrez, famoso por su estilo combativo y su longevidad en la élite. En el … Read More










 





Sabatino
Torneos


Una Pascuas inolvidable junto al MI Facundo Vázquez

 José Rive"
https://nau64.com/,1,"rol 6 abril, 2026 


🐣 Pascuas a puro ajedrez en Nau64 Festejamos una nueva Pascua en nuestra academia, y qué mejor manera de hacerlo que con un torneo de rápidas. Participaron 26 ajedrecistas y … Read More



#ajedrez#chess#Nau64#nau64ajedrez#uruguayTorneo 






 





Online


Eduardo Elena, el «campeón sin corona» de Pando: hazaña histórica y clasificación olímpica

 Academia Nau64 5 abril, 2026 


Por Federico Esteve Hay historias que el ajedrez guarda durante décadas y actuaciones que, aunque no terminen con el trofeo del primer puesto, marcan un antes y un después. Esta … Read More



#ajedrez#AjedrezNacional#AjedrezUruguayo#chess#ClubSolisDePando#DeporteUruguayo#EduardoElena#FUA#MentalidadDeCrecimiento#OlimpiadaDeAjedrez2026#PandoCanelones#TalentoLocal 






 





Online


Nicolás Kulik arrasa en el sabatino de la Academia

 José Riverol 30 marzo, 2026 


Con un impecable 5 en 5, el joven campeón uruguayo Sub-18 Nicolás Kulik se consagró en el tradicional sabatino de la Academia. En esta ocasión lo acompañaron en el podio … Read More










 





Sabatino
Torneos


Frank y Federico brillan en el Rápido y Blitz Sabatino.

 José Riverol 26 marzo, 2026 


Torneos jugados el sábado 21 de marzo en nuestra academia, Frank Machado ganador del Torneo Rápido con puntaje ideal y Federico Canias por sistema en el Torneo Blitz. Ambos torneos … Read More










 





Academia
Torneos


Open 135 el 6 de abril Torneo Pensado (FIDE)

 José Riverol 13 marzo, 2026 


El lunes 6 de abril se juega un nuevo Torneo Abierto (Suizo 5 rondas) presencial.Las partidas se trasmitirán en vivo! en nau64 en Twitch: https://www.twitch.tv/nau64ajedrez Las lista de participantes se … Read More










 





Historia
Historias de Ajedrez


La Batalla Infinita: Karpov vs. Kasparov

 José Riverol 12 marzo, 2026 


Cinco meses. Cuarenta y ocho partidas. Un duelo que aún huele a conspiración.En 1984, el mundo del ajedrez se detuvo ante un enfrentamiento que rozó la tragedia.No fue un"
https://nau64.com/,2," simple … Read More



#ajedrez#chessHistoria del ajedrezInternacional 




Posts pagination
1
2
…
76
Siguientes
 
"
https://nau64.com/about/,0,"


Qué es nau64? 

Un lugar donde 
aprendizaje y entrenamiento; información y formación; o esparcimiento y 
recreación son valorados de igual manera, como distintos aspectos de 
una pasión en común por el juego ciencia.
Aprendizaje y entrenamiento dirigido a niños, jóvenes y adultos quienes como aficionados o jugadores experimentados deseen ampliar sus conocimientos y mejorar su juego, a través de cursos y/o clases personalizadas.
Información y formación incorporando la 
valiosa herramienta de la informática en la formación integral del 
ajedrecista, poniendo al alcance de quienes lo deseen el acceso a Internet;
 facilitando no sólo la búsqueda de su propia fuente de estudio a través
 de bases de datos y partidas, apoyo indispensable del ajedrecista de 
hoy en día; sino posibilitando el seguimiento on-line de torneos en todo
 el mundo, y fomentando la competencia a distancia con rivales en 
cualquier parte del planeta.
Esparcimiento y recreación para quienes 
simplemente añoren un lugar donde disfrutar de su tiempo libre frente a 
un tablero y un amigo, compartiendo un café y el gusto por el ajedrez rápido o clásico.
Nau64 chess club, un sitio para el ajedrez, en sus múltiples facetas, con actividades y horarios diferenciados y en espacios especialmente acondicionados para que cada una no interfiera con las demás.
Un lugar donde todo nuestro esfuerzo está dirigido a colmar tus expectativas, que como ajedrecistas conocemos perfectamente.
Contáctenos en:
nau64 chess club Clases Individuales, grupales, para niños, adultos, online o presencial en nuestra academia.Email: nau64ajedrez@gmail.com


"
